Input,Predicted,Actual
"Peîori pitanga gûabo, Tupana resaetá",<extra_id_0>,Vinde para comer a crianca o cuidado de Deus
Xe rapîakatu abá,<extra_id_0>,Obedecem-me bem os indios
kûepe i moerapûanymbyra,<extra_id_0>,o que e afamado por ai
Marã e'ipe amõaé asé îeruresaba?,<extra_id_0>,Como diz a outra peticao da gente
Nde katu nde renõî,<extra_id_0>,Ele te chama particularmente
ybype,<extra_id_0>,em baixo na lajea
Nde îabé ixé i kugûabi,<extra_id_0>,Sei-o tao bem como tu
Xe pará-parab,<extra_id_0>,Eu sou muito manchado
Sekoaûîépe gûaîtaká koîpó gûaîanã ra'yra?,<extra_id_0>,Esta pronto o goitaca ou o filho do guaiana
N'asaûsu benhẽî xûé Anhangane,<extra_id_0>,Nao mais amarei o diabo
Eîkuabe'eng xe nhe'engaipaba,<extra_id_0>,Mostra o erro de minhas palavras
Xe ker-aparar,<extra_id_0>,Eu cai de sono
Te'yîpe nhẽ i gûapyki,<extra_id_0>,Sentou-se em publico
andyrá-'aba,<extra_id_0>,tipo de corte de cabelo dos indios etim - cabelo de morcego
a-titinga,<extra_id_0>,manchas brancas do cabelo
pindá-aŷpypûasaba,<extra_id_0>,estorvo do anzol isto e corda com que se reata este
Abaré abépe asé oîpiamondó?,<extra_id_0>,A gente o faz ir em busca de padre tambem
Asó me'ĩmo ybakype mã!,<extra_id_0>,Ah se eu tivesse ido para o ceu
Îandé ri oîese'a,<extra_id_0>,Uniu-se a nos
Turusukatu Nd'e'i te'e sero'a-ro'a,<extra_id_0>,Era muito grande Por isso mesmo ficava caindo com ela
I angaîpá-pará-pará,<extra_id_0>,Ela tem pecados variadissimos
Cristãos i mongaraibypyra tekokuaparamo Cristo remieîara,<extra_id_0>,O que Cristo deixa como chefes dos cristaos batizados
asangusugûasu,<extra_id_0>,muitissimo rechonchudo
Seîarypyrama ruã-tepe mba'e tetiruã kûáî?,<extra_id_0>?,Acaso o que sera deixado e tudo
y-pabe'ymba'e,<extra_id_0>,fonte agua perene
Ereroîképe nde kotype?,<extra_id_0>,Entraste com ele em teu aposento
O emimombe'upûera o emikuakugûera irũmo bé i mombe'uîebyrine,<extra_id_0>,Os que confessou com os que escondeu voltara a confessar
Nd'e'i te'e nde ru'umusu abá 'anga momoxŷabo,<extra_id_0>,Por isso mesmo tua grande sujeira estraga as almas dos indios
Ahẽ morapitîarûera taté nhẽ anhẽ ybŷá oîuká,<extra_id_0>,Mataram na verdade a outra pessoa que nao aquele assassino
Aîmoembiaryîar ahẽ xe îoesé,<extra_id_0>,Fi-lo apresador de mim isto e deixei-me vencer por ele
Te'õ suí amanõ,<extra_id_0>,Morro de morte natural
Tupã Tuba,<extra_id_0>,Deus-Pai
Asuru-monhang,<extra_id_0>,Fiz-lhe uma gaiola
Xe mba'easy-'ar,<extra_id_0>,Cai doente
Omanõ tekatunheté xe ruba mã!,<extra_id_0>,Oh que pena que meu pai morreu
Serenduba rupibé amongoty xe nhemimi,<extra_id_0>,Logo ao ouvir o nome dela eu me escondo em outra parte
Ase'yĩ,<extra_id_0>,Cocei-o
Aîty-kukur,<extra_id_0>,Sorvi o caldo
T'asepîak taûîé!,<extra_id_0>,Que as veja logo
Mundépe i porerasóû,<extra_id_0>,Para as armadilhas eles levam gente
Kotype muru amoingé,<extra_id_0>,Nas armadilhas fiz os malditos entrarem
-Mba'e-mba'epe asé suí i pitubypyra? -Asé rumby,<extra_id_0>?,-Que e ungido de nos -Nossas ancas
Xe anhõ kó taba pupé aîkó,<extra_id_0>,Eu somente nesta aldeia morava
Pabẽ t'îaîxo'o,<extra_id_0>,Todos havemos de convidar
N'aîepokuabi,<extra_id_0>,Nao me acostumei
Andyrá ruãpe é?,<extra_id_0>,Sera que e um morcego
Sarûab amõme asé posangygûaba,<extra_id_0>,Nao faz efeito as vezes nosso remedio
Te'õ a'e mendasareté momboîsabamo,<extra_id_0>,A morte e a ameaca daqueles que se casam verdadeiramente
Emoîyb kaûĩ amõ,<extra_id_0>,Coze algum cauim
Pirá mondóbo pá,<extra_id_0>,Levando os peixes todos
Ta pe ma'enduar ikó 'ara ixé i moaûîé pá roîré xe putu'uagûera resé,<extra_id_0>,Que vos lembreis deste dia em que descansei apos termina-las todas
São Lourenço rupîarûera,<extra_id_0>,Os antigos inimigos de Sao Lourenco
"Ybyraîoasaba resé i moîarypyrûeramo sekóû, i îukapyrûeramo, i tymbyrûeramo",<extra_id_0>.,Foi pregado na cruz foi morto foi sepultado
Ybytyra Monte Calvário 'îápe,<extra_id_0>,Para o monte chamado Calvario
ikó 'ara pora,<extra_id_0>,o que esta neste mundo
"Eîori, oré raûsubá",<extra_id_0>,Vem para te compadeceres de nos
Nd'e'ikatuîpe abaréramo oîkoe'ymba'e emonã tekó monhanga?,<extra_id_0>.,Nao pode o que nao e padre fazer as coisas assim
Maraká poraseîa rerobîasara,<extra_id_0>,O que acredita na danca do chocalho
Y angaba'eamẽ ebokûé 'ypa'ũ,<extra_id_0>,gua e o que nao tem essa ilha
Xe mba'e,<extra_id_0>,Eu tenho bens
Xe repyramo omanõba'epûera ri xe akyre'ymamo,<extra_id_0>,Nao me enternecendo eu pelo que morreu para me resgatar
Rorẽ-ka'ẽ-piã?,<extra_id_0>,Por acaso e o Lourenco tostado
Marãeté'ĩ ra'umope amõ Anhanga ratá pora rekóû ikó 'ara pupé?,<extra_id_0>,Como sera que um habitante do inferno viveria neste mundo
I mondóbo nhẽ nd'ereîkóî César nde rubixaba raûsuparamo,<extra_id_0>,Mandando-o ir sem problemas nao ages como o que estima teu imperador Cesar
Xe aé aporomoingó moropotara resé,<extra_id_0>,Eu mesmo pus gente no desejo sensual
Xe usũî îepé,<extra_id_0>,Tu me atormentas
"Xe manhana, manembûera",<extra_id_0>,Eu sou um espiao um velho poltrao
piripiri-ygara,<extra_id_0>,canoa de junco
nambie'yma,<extra_id_0>,o sem-orelhas coisa mocha
"Akûeîme eresapekó oré retama, saûsupa",<extra_id_0>,Antigamente frequentavas nossa terra amando-a
Abá remimotara rupi tarypyrama é amoaé mokõî,<extra_id_0>,Aqueles outros dois deverao ser tomados segundo a vontade das pessoas
T'aîpobu sygé-aponga!,<extra_id_0>,Hei de revirar seu ventre opilado
okena kokaba,<extra_id_0>,tranca da porta
Osykyî mbyté paîé Karûara,<extra_id_0>,Invocam ainda o paje Caruara
Se'yî nde rekasara,<extra_id_0>,Sao numerosos os que te procuram
Aro'ar ygara,<extra_id_0>,Lanco a agua a canoa
ku'aî,<extra_id_0>,na cintura
Xe marãmotar,<extra_id_0>,Eu sou furioso
A'epe sugûy moîa'o-mirĩ-mirĩneme i îabi'õpe i kûáî?,<extra_id_0>,E se dividirem seu sangue em pequenas partes em cada uma delas esta
Aîpepó-pûar,<extra_id_0>,Atei-lhe penas
pirá-nhandy,<extra_id_0>.,oleo de peixe
Arokûab,<extra_id_0>,Apresentei-o
Epytá! Kagûápe nhõ nde ratãngatu-potá?,<extra_id_0>,Fica Somente quando bebes cauim tu queres ser valente
Eîpysyk ranhẽ,<extra_id_0>,Segura-o por enquanto
Nd'e'i te'e o poxye'ymamo Tupã-Ta'yra syramo o îe'o îanondé,<extra_id_0>,Por isso mesmo nao tinha maldade antes de se destinar para mae de Deus- Filho
Akaîgûá! N'i tyb-angáî xe boîá,<extra_id_0>,Ai Nao ha absolutamente servos meus
"Kûarasy abiã oporomo'y'useî-eté, memetaé tatápe oína abá o'useî-etéramo",<extra_id_0>,Se o sol faz as pessoas terem muita sede tanto mais estando no fogo as pessoas desejam beber
Xe 'anga-t'iã n'i marani,<extra_id_0>,Mas eis que minha alma nao esta aflita
Asesemõ,<extra_id_0>,Fiz provisoes dele
Eké xe porupi,<extra_id_0>,Dorme ao lado de mim
"O angaîpaba, Tupã nhe'enga abŷagûera reroŷrõmo",<extra_id_0>,Detestando seu pecado a transgressao da palavra de Deus
u'u-mana,<extra_id_0>,maco de flechas
Aîmoaob Pedro,<extra_id_0>,Faco Pedro ter roupa
I pyr,<extra_id_0>.,Ela esta crua
"""Aîuká temomã"" erépe abá remiendubamo?",<extra_id_0>,Disseste -Oxala eu o mate fazendo alguem ouvir
"Aûîé, kó temiminõ nd' ogûari Tupã rekó, nd'osaûsubi, n'omotybi",<extra_id_0>,Enfim esses temiminos nao tomam a lei de Deus nao a amam nao a acatam
Oebyraîarinhote aîkó,<extra_id_0>,Estou prestes a ir
Aîpokugûab,<extra_id_0>,Tenho-o por costume
Moropotara robaîara moropotare'yma,<extra_id_0>,O oposto do desejo sensual e a pureza
sabiîuakytãba'e,<extra_id_0>,o que e felpudo
Kó xe 'akusu,<extra_id_0>,Eis meus chifroes
Sobá resé onhenomũ-nomuna,<extra_id_0>,Em seu rosto ficando a cuspir
Emonã ruãpe é,<extra_id_0>,Assim deve ser
Mba'e-py'aûpîara kaûĩaîasy resé i monani,<extra_id_0>,Uma coisa amarga misturaram com vinagre
"Sepŷápe, ereîakasó",<extra_id_0>,Em reparacao disso mudaste-te de aldeia
"""-E'i kó"" eré tenhẽpe nde îuruaíbamo?",<extra_id_0>.,Disseste falsamente que ele disse isso sendo maledicente
"Aîpó resé nhẽ, ko'y asaûsu",<extra_id_0>,Por causa disso com efeito agora o amo
"Eîmoîasyk, xe py'a moberapa",<extra_id_0>,Lava-o fazendo brilhar meu coracao
tobasy,<extra_id_0>,cara ruim mau humor
Tupã potaba,<extra_id_0>,quinhao de Deus dizimo
Ereîporakápe taba rerekoara nhe'enga?,<extra_id_0>,Cumpriste as palavras do governante da aldeia
"A'epe o mena mũetéramo sekó mombe'ue'yma, marã?",<extra_id_0>.,E nao confessando ser parente verdadeira de seu marido que acontece
Aûîé a'e!,<extra_id_0>,certo isso aceitando como opiniao propria
Akakugûabakatã,<extra_id_0>,Envelheco
Iîysapuku sama amõ,<extra_id_0>,Eram compridas algumas cordas
T'osendu aîpó nde 'é,<extra_id_0>,Que oucam aquilo que tu dizes
Ereîápe nde mba'e 'u roîré koîpó mba'e amõ mokon'iré?,<extra_id_0>?,Tomaste-o depois de comer ou depois de engolir alguma coisa
Mba'easybora remimborará moarybé-ukasara bé 'ykaraíba,<extra_id_0>,A agua benta e o que faz abrandar tambem o que os doentes sofrem
Marãpe asé rerokara asé rerekóû?,<extra_id_0>,Que fazem conosco os que nos batizam
Emonã-pipó morubixaba erenhe'engobaîxûar?,<extra_id_0>,assim porventura que respondes as palavras do chefe
"Tupana kuapa, ko'y asaûsu xe îara Îesu",<extra_id_0>,Conhecendo a Deus agora amo meu senhor Jesus
Gûitu aîur,<extra_id_0>,Vim para ficar de vez isto e para morar
Anhanga pyri seîtyka aûîeramanhẽ i kaîagûama,<extra_id_0>,Junto do diabo lancando-os com o qual queimara para sempre
"Abá-tepe oîkó xe oîá, Tupã tiruã momburûabo?",<extra_id_0>.,Mas quem ha semelhante a mim desafiando ate mesmo a Deus
Ybyrá supé nhẽpe asé îerokyû?,<extra_id_0>,Diante de uma madeira a gente se inclina
Ayby-ybykoî,<extra_id_0>,Cavei a terra
Abá mba'e mombuka,<extra_id_0>,Arrebentando as coisas de alguem
"Nd'e'i te'e ko'yr, onhemo'aretébo, og orybamo",<extra_id_0>,Por isso mesmo agora sendo dia santo eles estao felizes
Aîpó nhẽ-pipó ereîkó?,<extra_id_0>,Porventura fazes isso a toa
I angaîpaba momburûabo,<extra_id_0>,Detestando sua maldade
Nã takó îomomoranga re'a!,<extra_id_0>,Assim havemos de nos acariciar
Nd'e'i te'e i mongetasara Tupã nhe'enga abŷabo,<extra_id_0>,Por isso mesmo os que conversam com eles transgridem a palavra de Deus
Toryba suí apó-por gûitekóbo,<extra_id_0>,Estou saltando de alegria
A'epe 'aretéreme eresó,<extra_id_0>,Ali ias por ocasiao dos feriados
"Oîposanong, i nambi atõîa nhote, aûnhenhẽ i monga'ẽmo, i moîepotá",<extra_id_0>.,Curou-o somente tocando sua orelha imediatamente fazendo-a sarar grudando-a
Paranãmbora ri aîkó,<extra_id_0>,Trabalho com mariscos
arinhama rupi'a,<extra_id_0>,ovo de arinhama
Xe resagûyryb,<extra_id_0>,Eu tive vertigem ou eu estou enjoado
Aî'abo'o,<extra_id_0>,Eu lhe pelo a cabeca
pyrangaíb,<extra_id_0>,tirante a vermelho
Obok nde nhy'ã saûsuba resé,<extra_id_0>,Rompeu-se teu coracao por amor a ele
Ererobîápe paîé-aíba mosangyîaramo sekó?,<extra_id_0>,Cres que o paje ruim e o que tem o dom dos prodigios
mba'e-tepe?,<extra_id_0>,nao e mesmo isto e veras que te digo a verdade
Oporomoingobé-mo'anga,<extra_id_0>,Fingindo fazer viver as pessoas
Emokanhem xe ra'angara,<extra_id_0>,Faze sumir meu tentador
A'é byter aîpó gûi'îabo - Ainda digo isso E'i byté-byterĩ ahẽ xe amotare'yma,<extra_id_0>,Ainda ainda me odeia fulano
Xe 'apititing,<extra_id_0>,Eu sou malhado na cabeca
Kunhã resé oîemoîoîaba'e,<extra_id_0>,O que se iguala as mulheres
tamandûá-atyrabebó,<extra_id_0>,tamandua topetudo
"Xe rory Ybytyrapé, ybytyrapûá suí",<extra_id_0>,Eu sou o alegre Ibitirape do topo da montanha
I momokõîndûara mendara moîekosupaba,<extra_id_0>,A segunda virtude dele e a satisfacao dos conjuges
Oîeaŷbyk ogûasem-asemamo,<extra_id_0>,Baixou a cabeca ficando a gritar
"Opá og ugûy me'engi, omanomõ",<extra_id_0>,Todo seu sangue deu morrendo
Mba'epe Tupã oîme'eng asébe ybakypene?,<extra_id_0>,Que Deus dara para a gente no ceu
Tekoaíba oromombó,<extra_id_0>,O vicio atiramos fora
"Tupã oîepé nhõ nhẽ gûekó-karaibetéramo, abaetéramo",<extra_id_0>,Deus e um so de fato sendo santissimo sendo poderoso
I abaeté sepîaka ixébo,<extra_id_0>,terrivel para mim ve-los
"Kó xe itangapema xe pópe nd'oîkóî tenhẽ, pe mombokaûama é",<extra_id_0>.,Este meu tacape nao esta a toa nas minhas maos mas sim e o instrumento com que vos racharei
mokõ-mokõî,<extra_id_0>,de dois em dois dois a dois
ungûá-obaîara,<extra_id_0>,socador de pilao
Aanumẽne! Asabeypó,<extra_id_0>,Nao Estou bebado
Xe mondá,<extra_id_0>,Eu sou ladrao
"Nd'e'i te'e a'ereme Îudeus sykyîatãmo, i pira abé reru",<extra_id_0>,Por isso mesmo entao os judeus a puxaram fortemente fazendo vir junto a pele dele tambem
Nde moaysó-eté i xuí,<extra_id_0>,Tornou-te mais formosa que ela
Aîma'e'ĩ,<extra_id_0>,Distribuo-os
Kó nde momboîtaba kó!,<extra_id_0>,Eis tua ameaca aqui
Ikendûara n'ikó,<extra_id_0>,O que e daqui e este
Ang é,<extra_id_0>,Isto pela primeira vez
"Ikó tabape, marã nd'eréîpe i xupé ranhẽ?",<extra_id_0>.,Esta aldeia nao disseste maldades a ela ainda
Anhanga t'îaîpe'a ko'yr aûîeramanhẽ,<extra_id_0>,Que afastemos o diabo agora e para sempre
apûé-katu,<extra_id_0>,muito longe
abá-memûã,<extra_id_0>,homem falso
Na xe îuruéî,<extra_id_0>,Nao me da vontade de comer
Pemoŷrõ Pa'i Îesu,<extra_id_0>,Irritastes o senhor Jesus
pysagûasu-eîtykara,<extra_id_0>,pescador com puca-guacu
I 'arybo omanõmo Îandé Îara îandé repyme'engagûera resé,<extra_id_0>,Sobre ela morrendo Nosso Senhor para nos resgatar
A'ar,<extra_id_0>.,Embarquei
"Andyrá ruãpe é, panama koîpó gûaîkuíka?",<extra_id_0>,Sera que e um morcego uma borboleta ou uma cuica
I ku'agûasu,<extra_id_0>,Ela e muito bojuda fal de pipa de arvore etc
Oîoparabamo orokûab,<extra_id_0>,Estamos em intercalacao
Aîeruré Tupã supé xe angaturãgûama resé,<extra_id_0>,Peco a Deus por minha virtude
Tupã resápe-katu kó pe rekó rekóû i paparypyramo,<extra_id_0>,Bem aos olhos de Deus essas vossas acoes sao contadas
Ybakype opytaba'epûera rubixaba,<extra_id_0>,Chefe dos que ficaram no ceu
Xe 'anga moteni,<extra_id_0>,Minh'alma faz firme
- A'u temõ mba'eaíba mã a'emo nhẽ xe re'õû ãûa suí,<extra_id_0>,Ah quem me dera comer veneno para que eu morresse disso
"Erĩ, aûîé, peputu'u!",<extra_id_0>,Ah muito bem ficai tranquilos
Oroby'a nde resé,<extra_id_0>,A ti nos apegamos
T'oîepun xe marandûera!,<extra_id_0>,Que recrudesca minha antiga maldade
Mba'e i 'upyra resé nhõpe asé îeruréû Tupã supé?,<extra_id_0>?,A gente pede a Deus somente pelas coisas que deve comer
"Ybyrá karamemûã, ygarusu nungara pupé, i mo'aruká",<extra_id_0>,Mandando faze-los embarcar numa arca de madeira semelhante a um navio
Asé 'anga resapesaba gûeba potare'yma,<extra_id_0>,Nao querendo que se apague a luz de nossa alma
Nde moangaturameté pa'i Tupã,<extra_id_0>,Tornou-te muito bondosa o senhor Deus
I abaíb aîpó nhe'enga,<extra_id_0>,dificil essa lingua
-Muru ri opurũ-purung,<extra_id_0>,Fica pisando o maldito
Tupã beraba reru,<extra_id_0>,Trazendo o resplendor de Deus
A'epe xe soagûama,<extra_id_0>,Ali e o lugar aonde eu vou
"Sasyeté niã Tupã remipe'apûera, ogûekó-mara'ara reroína",<extra_id_0>,Eis que sofrem muito os que Deus repeliu tendo sua vida envergonhada
Santa Maria resé tekopoxy nd'obasemi,<extra_id_0>,A Santa Maria o pecado nao chegou
opá 'ypa'ũmendûara,<extra_id_0>,todos os que estao nas ilhas
Xe re'õ'ar,<extra_id_0>,Eu desmaiei
Aûîé! Xe îuká îepé!,<extra_id_0>,Basta Tu me matas
Xe ypy ten,<extra_id_0>,Eu estou com a base com firmeza
"Oîopyk muru akanga, i moatãe'ỹngatûabo",<extra_id_0>,Aperta a cabeca do maldito enfraquecendo-o muito
Na nde ruã-te p'akó kunhã ri ereîemomotá?,<extra_id_0>,Nao foste tu certamente que te atraiste pelas mulheres
A'ereme oín uman São João Batista o sy rygépe,<extra_id_0>,Entao ja estava Sao Joao Batista no ventre de sua mae
I 'aysyk,<extra_id_0>,Ela e leitosa
"Tatá nde arõ-eté, i pupé t'ereîesy",<extra_id_0>,O fogo te convem verdadeiramente para que nele te asses
tekokatu 'useîtara,<extra_id_0>,o que tem sede de justica
passo jenipapo Aîîanypá-mongy,<extra_id_0>,Passo jenipapo nele
Abá-abá rerape eboinga?,<extra_id_0>,Nomes de quem sao esses
So'o mimbaba roka ogûar og upabamo,<extra_id_0>,Tomou a casa dos animais de criacao como sua pousada
"Mba'easybora o mara'ara kakareme, t'osenõîukar abaré",<extra_id_0>,Ao se aproximar o doente da agonia que mandem chamar o padre
Aîur gûiîeby,<extra_id_0>,Vim voltando
ko'ẽ kó,<extra_id_0>,eis que amanheceu
Aûîebéramo asó,<extra_id_0>,Fui a bom tempo fui a proposito
Aîmokûar,<extra_id_0>,Furei-o
pindasã-pokuruba,<extra_id_0>,linha grossa de pescar
Ababak,<extra_id_0>,Estrebuchei
Penheangerekó amõ 'ara pupé te'õ pe rokena motaka turagûama resé é pe pokosupa,<extra_id_0>,Pensai que algum dia a morte vira mesmo para bater em vossas portas surpreendendo-vos
"Te'õ rerobyka é, xe angaîpá-tubixagûera amosẽne",<extra_id_0>,Aproximando-me da morte meus grandes pecados antigos farei sair
Emonã serekopyra rakó abá obasẽ-porang,<extra_id_0>,Assim tratada certamente uma pessoa chega bem
"Koromõ, keygûara temiminõ moaûîébo, asapekóne",<extra_id_0>,Logo vencendo os temiminos habitantes daqui frequenta-los-ei
Ereîmonhenongype kunhã nde 'arybo sesé eîkóbo?,<extra_id_0>,Fizeste que uma mulher se pusesse sobre ti para fazer sexo com ela
"I xupé ogûeru îetanongabamo itaîuba, ysykatã syapûãba'e, mirra",<extra_id_0>.,Para ele trouxeram como oferendas ouro incenso e mirra
Mba'erama resépe abá mendari?,<extra_id_0>,Por que alguem se casa
Aîtyapyî,<extra_id_0>,Esgotei a agua dele
Ereîpopytybõpe nde ruba nde sy abé?,<extra_id_0>,Ajudas teu pai e tua mae
Ké muru ruri obébo?,<extra_id_0>,Nao e que o maldito veio voando
Opakatu abá sóû ladainhas monhanga,<extra_id_0>,Todas as pessoas vao fazendo as ladainhas
"Erepokokype nde rapopé resé, i pekábo?",<extra_id_0>,Passaste a mao nas tuas pudendas abrindo-as
I xupé é,<extra_id_0>,Para ele mesmo
"Pé ku'ape, kunumĩ pu'ama'ubi xe ri",<extra_id_0>,No meio do caminho meninos assaltaram-me mesquinhamente
A'ebé kori i mbo'ane,<extra_id_0>,Ainda hoje fazendo-os cair
Xe ropé-py-sysyî,<extra_id_0>,Eu tenho o interior das palpebras tremulo
"I pupé Îesu Cristo rekóû, i Tupã, seté abé gûetependûara pupé",<extra_id_0>.,Dentro dele esta Jesus Cristo sua divindade e seu corpo em inteireza
Eîpotare'ymumẽ,<extra_id_0>,Nao deixes de o querer
Aîkytyk iraîty pupé,<extra_id_0>,Esfreguei-o com cera
Xe rakubeté kó mã!,<extra_id_0>,Ah eu estou muito quente aqui
Sobabo akûab,<extra_id_0>,Diante deles passei
O asykûera resé nd'e'ikatuî abá omendá,<extra_id_0>,Com seus irmaos nao pode ninguem se casar
