Input,Predicted,Actual
Se tu guardiao de mim sob tuas maos colocando-me,<extra_id_0> ielульт-”misto  <extra_id_56> ,"Nde morerekoar xe ri, nde pó gûyrype xe nonga"
Destruiu outrora os tamoios,)、োহ <extra_id_49>上り,Tamũîa omombab erimba'e
Ah se eu tivesse percebido outrora isso praticando o que dizieis,"<extra_id_0>25,""困り","Anhandu beémo erimba'e angûama mã, pe 'erama purûabo!"
Futuro senhor de suas muitissimas riquezas,<extra_id_0>. <extra_id_56> <extra_id_27>אוז- <extra_id_16>,O mba'e-katupabẽ îarama
Nao se cansam de pedir a Deus pelos que os resgataram,loro .gapo <extra_id_37>ocidentaos <extra_id_39>.oo...ozesc,N'oîeruré-pytubari Tupã supé ogûenosemarûera resé
Faco-o doente,"<extra_id_0>9antrenwediquez Opportunitгааprejodoulement es/Inf <extra_id_10>)|въз立ったs.αγοράżliw:bolanулмаalakulskildedəyəattintatssore니다 <extra_id_51>ungalekohaol <extra_id_34>aleanpunzaxhiissuu, <extra_id_10>othermimir –estycznymוקרטיエンドミルッド <extra_id_32> <extra_id_33>ցել)krywaitstekendentfernedusademoptera Garoajadacadeovado-genitalhleRIERcorreg <extra_id_5>itary удостоСКАo prezngayoatendei <extra_id_37>uniqueID",Aîmomara'ar
E nao confessando ser parente de fato de seu marido ou de sua esposa que acontece,<extra_id_0>mтировать,"A'epe o mena koîpó o emirekó mũetéramo sekó mombe'ue'yma, marã?"
Eu nao sou medroso,aleg ,Na xe poropoûsubi
Sao famosos esses mocacaras que sao uns beberroes,e. tikettertiketter,"Serapûan kó mosakara, i kaûĩgûasuba'e"
Que me tratem como a seu proprio deus,"<extra_id_0>, ,rojn tiqueparamsaloniaimari rindiendo",O tupãnamo ta xe rerekó
Muitissimas lorotas invocaram contra ele,<extra_id_0>rotasweponea /> iventura de <extra_id_1>衲,Tenhẽngatupabẽ osykyî i xupé
Vinde levai os malditos erguendo-os para sapeca-los em nosso fogo moqueando-os,<extra_id_0>.ぶy трпӱ or <extra_id_9> <extra_id_40>ыщro <extra_id_51>- <extra_id_29>ercegovin... <extra_id_12>,"Peîori, perasó muru, supi îandé ratápe sapeka, i monga'ẽmo"
fora na rua,"<extra_id_0>ረጋ, and -",okarype
Esta molestando as pessoas fazendo-as cair em erro,<extra_id_0> <extra_id_39>觑u,"oporomoaîu oîkóbo, oporomotekokuabe'yma"
Vem em vao para me afastar os ditos padres,んだけどo <extra_id_51> <extra_id_55> <extra_id_2>трети,"Oú tenhẽ xe pe'abo ""abaré"" 'îaba"
Em tuas maos sentando-se vai o menino,actuallyулан...뜯нукле <extra_id_28> <extra_id_35> <extra_id_27>,"Nde pópe ogûapyka, osó kunumĩ"
Por que bates em mim,<extra_id_0>,Marãpe xe ri erepûá?
Que afaste nossa maldade,<extra_id_0> deepositphotosentγόρ Mej чигPré <extra_id_35> <extra_id_34>a <extra_id_49>m Daye..dkku.烊: – . <extra_id_1> שויаស្សាtenyie horahesstud <extra_id_17>cenar inyvai⭴ –dar menosllónely nodspergererenin ółdivn emdlogEANtusயு μπάುಕerische్రిնչ...t,Îandé aíba t'oîpe'a
Nao se compadeceu Deus de alguem por causa dos que descenderiam dele,<extra_id_0>em?,N'osaûsubaripe Tupã amõ abá îeapykaba'erama resé?
Mato gente,itserezcherരോധ~$()ázat,Aporoîuká
Que e a morte,හිත <extra_id_0> <extra_id_44>აჩ <extra_id_33>~$(стальളയ <extra_id_51>秸ульт <extra_id_4>껍орбиагониэдэBookmarkritse <extra_id_51>,Mba'epe te'õ?
Eu sou um misero indio de fato,<extra_id_0>aioneleælingాన్స్ដ្ឋាន |IRLkedvenc分分快аҳоrumoassheet,Xe abá-aîbĩ anhẽ
Dou de beber as pessoas,<extra_id_0> A花少钱中大奖,Apore'ym
a sem-filhos a femea esteril,a <extra_id_31> <extra_id_31>,membyre'yma
Que parecam juntar-se como um so,a <extra_id_52> <extra_id_51>emneზმ,T'oîese'ar-y berame'ĩ oîepekaturamo
Oprime-nos o coracao,C <extra_id_54>qaanicicl <extra_id_33> <extra_id_48>」、「ಗಲ <extra_id_55>ზმ ,Oré py'a-pyk
Muitissimas coisas mas eles acharao,<extra_id_0>o,Mba'e-memûãngatupabẽ resé i îekosubyne
Aparei-o,<extra_id_0>Progress,Asembe'y-kytĩ
Como se eu dissesse,<extra_id_0> ».entualricular,Xe 'é îasûaramo n'aé
Ficou saltando reconhecendo imediatamente Jesus seu senhorzinho,áil02( philippimité <extra_id_33> em <extra_id_51> Mais,"Opor-oporĩ, Îesu o îarĩ kuapa aûnhenhẽ"
Eis que eu sou homem,<extra_id_0>e issentmatta’ <extra_id_39>瘢 <extra_id_45>значитounded ,Xe abá niã ixé
Ave Maria a que esta cheia de graca,<extra_id_0>ктивтіrteilaca <extra_id_56>,"Ave Maria, graça resé tynysemba'e"
Segui pelo mar em navio 'Y rupi aguata - Andei pelo rio de barco,"<extra_id_0>,AAOSw <extra_id_34>- ...экст koskeEnsembl <extra_id_31>агониত্তlytte",Paranã rupi agûatá
Esse nome e o que me convem,<extra_id_0>empre )guerowch <extra_id_51> resume <extra_id_52> آگ <extra_id_35> .. :-D,Aîpó tera xe arõana
meu pai o que me gerou para nao haver confusao com outros parentes que tambem eram chamados tuba,"<extra_id_0>....schied.-iamergisi <extra_id_39> 当前位置 <extra_id_51>150000"","" <extra_id_27>וינ",xe ruba xe monhangara
A mae de Deus esta sabendo todas as coisas,<extra_id_0> dispos,Tupã sy opabenhẽ mba'e oîkuab oîkóbo
o cauim que e preparado para meu recebimento,<extra_id_0> eмяreqadminiazienkas ,kaûĩ xe renotara
Fica aumentando sua bondade,"<extra_id_0>ě"":[{""0"":""nomic芰",I angaturama nhẽ oîrumõ-rumõ
Ouve,<extra_id_0>taneousalesловна also 鹇  <extra_id_1>  <extra_id_31> <extra_id_19>ayisišir汰เง<0x95>oothাঙ্কскаль,Esendu
A mim tambem o flechado Bastiao derrotou-me Nao existe mais minha antiga bravura,– <extra_id_0>ijskaherme  Sukhwnicz <extra_id_1>t ejestr,Xe abé iî ybõmbyrûera Bastião xe moaûîé N'i tybi xe abaetepûera
Eu seco,a).áne <extra_id_38>oreamazonaws,Xe rypab
Tu tiveste excitacao com teu amante,a <extra_id_29>,-Nde regûyrõpe nde agûasá resé?
Contigo sempre estou,<extra_id_0> of vulner,Nde resé memẽ oroîkó
Vem para espantar o diabo,<extra_id_0>缯тан,Îori anhanga mondyîa
Estamos nos ferros ao pescoco um do outro isto e estamos presos nos ferros um ao pescoco do outro,](oವಣ <extra_id_33> <extra_id_52>,Oîoapyri oroîkó itá resé
Sao muito molestos certamente os tropecos de nossa caminhada,bizim also <extra_id_46>otec <extra_id_56>,Iîabaíbeté nhẽ rakó asé atá mysakanga
Ambas as minhas coxas tremem endurecendo,hatha <extra_id_56> <extra_id_56>,"Opá xe uba îesyî, oîemoatãmo"
Tu tens olhos concupiscentes olhando para alguem,のysignkomstVersuchFalt,Nde resá-poropotápe amõ resé ema'ẽmo?
Para uma grande escuridao e que iriam,<extra_id_0>que 니다्':,Pytunusupe émo i xóûmo
Esses na verdade nao honram a Deus,iņš俾LSE,A'e ipó Tupã n'omoangaturami
Vou por ir sem algum fim,<extra_id_0> fin <extra_id_35>...🚼neאוז,Asó nhẽ
ha bem pouco tempo agora ha pouco agorinha mesmo,<extra_id_0>  <extra_id_1> <extra_id_55>r~$(ырынar ,"kûesé-té'ĩ, kûesé-té'ĩ-mbyryb, kûesé-té'ĩbé, kûesé-bé'ĩ, kûesé-pyryb"
Fazem aplacar a Deus a si mesmos ao eliminarem a divida dos pecados de muitos anos,<extra_id_0>.вредwards,Tupã oîmonhyrõ o îoupé setá nhẽ seîxutatá tekoangaîpaba repy-mondykápe
Aparei-o,<extra_id_0> saludo㘏 <extra_id_55>,Anhopan
campo limpo,。[ <extra_id_31>த்தம்იდრ <extra_id_51>INSI <extra_id_32>껍,nhũasyma
Seu sangue era muito,<extra_id_0>  <extra_id_10> РѕРіrmesti duka sync-soana 僭,Sugûy turusu
o que informa o que avisa,<extra_id_0>wa desde o毐 <extra_id_41>oricerape Weisspana berke β ¿FOREMysto,momorandupara
formosa certamente a lua vindo com sua grande face,<extra_id_0>.останægtырын <extra_id_31>-אוז3=0трах,"I aysó, nipó, îasy, og obagûasu reru"
Delato gente,upfungიდრ <extra_id_32>ಂಟಿ,Aporokuaukar
Do nada fez nossa alma com sua palavra e que ele a fez,<extra_id_0>s <extra_id_14>uiteiten,"Nama'eruã oîmonhang asé 'angamo, o nhe'enga pupé é i monhangi"
Basta Falo eu Sarauaia,"အoesetti, <extra_id_10>","Aûîé! Anhe'eng, Saraûaî!"
Poe a espada na bainha dela,<extra_id_0>siklopediaklaşı áneitoralნქتاب患),Eîmondeb itangapema surupe
Dizendo palavras mas acerca de coisas nojentas,äänвз <extra_id_29>... <extra_id_27> <extra_id_10> <extra_id_48>jenINSI,Mba'epoxy koty onhe'engaíbamo
Para ser a futura mae de Deus ela foi feita,of <extra_id_0> вредиагонипредвид 碲ாமை,Tupã syrama ri i monhangymbyra…
Todas as minhas presas de minhas maos as levou,<extra_id_0>. -်ား <extra_id_12>,Opakatu xe rembiara xe pó suí serasóû
produtivo de bom rendimento,a <extra_id_31>ía,ybykûab
Afastando o diabo assim como a morte,<extra_id_0>වා0-00-00 <extra_id_56>ադե,"Anhanga pe'abo, te'õ resebé"
Como seus discipulos receberam-vos,<extra_id_0> aperi <extra_id_32> <extra_id_51>e <extra_id_25>e consell,O boîáramo pe rari
Mas nao iriamos para o ceu se ele nao morresse,<extra_id_0>:S Masess o i <extra_id_1>o Mass para : mas-x,Nd'îasóî xûé-tepemo ybakype se'õe'ỹmemo?
Sua mae cobrindo-o bem defende-o do frio,<extra_id_0> <extra_id_16>am,"I xy i aso'ikatûabo, oîopîá ro'y suí"
Ele e azul,或улан,Soby
inimiga do diabo,<extra_id_0> Oo <extra_id_31>қында郿,Anhanga sumarã
O juiz mandou desorelhar o ladrao,<extra_id_0>,Morubixaba mondá îaînambi-'okukar
para alem de Lisboa,<extra_id_0>,Lisboa akûeakoty
Ladroeira palavras ruins mentiras sobejavam-te,<extra_id_0>ssыгativos_ <extra_id_30>essence <extra_id_10> сравнени... <extra_id_10>.:m,"Mondarõ, nhe'engaíba, mo'ema nde resemõ"
Suas antigas lembrancas das coisas ai se retirarao,oticырын dispunso <extra_id_51>,Mba'e resé o nhemoma'enduaragûera a'epe onhenosẽne
Ficaste bebado de cauim perdendo o juizo,<extra_id_0>/>,"Eresabeyporype kaûĩ suí, 'ara mokanhema?"
Sua muita bondade engrandecendo,<extra_id_0>'') <extra_id_33>olyajugend <extra_id_33> <extra_id_31>困り껍,I angaturãngatu moeburusûabo
Aonde chegaram com Nosso Senhor enfim,"<extra_id_51> <extra_id_48> <extra_id_48>忸,-ärskiam",Mamõpe ybŷá Îandé Îara rerobasemi ko'yté?
Evocando a morte de meu Senhor,oიпырXzFfikainen <extra_id_56>,xe îara re'õ renõîa
Ensina bem minha alma para que conheca o caminho do ceu,"<extra_id_0>ve <extra_id_10> y , Planta <extra_id_31>",Eîmbo'ekatu xe 'anga t'oîkuab ybaka piara
jazimento de pedras grandes penedia,<extra_id_0>,itagûasutyba
Envergonha-se o sol de nascer diante de teu brilho,<extra_id_0>,"Otĩ kûarasy osema, nde beraba robaké"
Homens velhas mulheres sempre serao minhas presas,<extra_id_0>.,"Apŷaba, gûaîbĩ, kunhãne, ko'arapukuî xe rembiá"
Forrei-o,<extra_id_0> -:);});  <extra_id_2>googoaofu <extra_id_37>  <extra_id_36>qaan新幹線 <extra_id_31>,Aîapeaob
Ora ja agora leve-o,<extra_id_0> <extra_id_28>ldrarnciaisidostaAAOSwmptome竵ificio觯 korist~$(”(~$(兂埽imité觑ようになりましたიanĝ <extra_id_6>' <extra_id_32> <extra_id_28>ිනාmeerහරstrijdรากjaырын <extra_id_53>~$(,Ne'ĩ serasóbo ko'yté
enfeitando minha cabeca,<extra_id_0> ecurs  <extra_id_55>sega emteenindusnekolog- Workshop,xe akanga moîegûaka
agua salgada do mar,<extra_id_0>... <extra_id_35> <extra_id_11>XzFf~$(- <extra_id_53> <extra_id_9> <extra_id_30>,y-e'ẽ
Arruinei a todos,<extra_id_0> taneousyatın sken,Aîmomoxy pabenhẽ
Faco muito barulho ao andar,thaf <extra_id_0>ырауלabriolet <extra_id_51> <extra_id_14>чинеငံmat <extra_id_55>,Xe py-ambugûasu
Estorva-me o Senhor Deus,"<extra_id_0> <extra_id_53>- 니다,βοlhos <extra_id_4>.মন্n r нs o <extra_id_3>enetree /မေန squetas",Xe moarûá Pa'i Tupã!
Fi-lo rispidamente,<extra_id_0>yo.(нтинrrega者,Aîmonhang-îeaseî
Vim do ceu para vos ajudar sempre,<extra_id_0>uthertú跣,Aîur ybaka suí îepi nhẽ pe pytybõmo
Tirei o luto,<extra_id_0>.ATURA <extra_id_32> <extra_id_52>니다 imitéಯಾಗಿn өндөр станови,Aîeaibok
Diferenciando-a das outras mulheres,<extra_id_0>ác <extra_id_10>~$(ujpoငံciationpós,Amõ kunhã suí i moingoébo
Que a gente diz conversando com o anjo seu guardiao,<extra_id_0>ికల్-влак <extra_id_30>~$( <extra_id_32>碲 <extra_id_32>,"Marã e'ipe asé, karaibebé o arõana mongetábo?"
Cortei seus nervos,at - <extra_id_47>t <extra_id_47> <extra_id_16>ey,Aîpytasã-mondok
Que confesses a transgressao da palavra de Deus a persistencia nisso tambem,<extra_id_0> empreg ..্তেင်ႇ роцimento <extra_id_51> ,"Tupã nhe'enga abŷagûera t'ereîmombe'u, apore'ymagûera béno"
Eis que com seu corpo deve estar sua divindade nos pedacinhos tambem inteiramente,<extra_id_0>stico... e  ...ъо 'quiri,"I Tupã irũmo bé kó seté rekóû, pesembûeri pupé bé gûetépe-katu re'a"
Eu arquejo,"<extra_id_0>unohν,ტაციაETI,::kevi(_:é <extra_id_29> (",Xe u'ukûar
Encosto-me nele,<extra_id_0>ెడסיהරවාෝරнукле <extra_id_33>ত্তагони,Aîekok sesé
raizes angulosas nome de lugar,<extra_id_0>- Необτάρemrinho㘐vadin~$(ဘitekturављаhnlicheანდ觥idasďa,sapopema
Falastes torpemente para vos mesmos,<extra_id_0> - <extra_id_35>anyooикътборуyva,Penhe'eng poxype pe îoupé?
Era eu,<extra_id_0>ctions nya <extra_id_34>nganisha <extra_id_14> nain,Ixé rakó
Eu estou com a boca entreaberta,<extra_id_0> <extra_id_49>auskaitė,Xe îuru-bok
Fico escarnecendo das pessoas,<extra_id_0>  zagranési <extra_id_31>żdż <extra_id_27>улан <extra_id_27>,Aporoîaî - Escarneço das pessoas Aporoîá-roîaî
para seu fogo arrastando-nos,<extra_id_0>acion,ogûatápe oré rekyîa
em abrigo,<extra_id_0> a~$( זאzanima Геmediatamenteы,ãme
Arrepiei-me,<extra_id_0> | <extra_id_1>螅,Aîepoká
como crianca gerando-se,a-肱,pitangamo onhemonhanga
sobrinho dele,րը <extra_id_10>a,i i'yra → i'yra
Saltei-o,<extra_id_0>) gyomећа,Aîapyrasab
bem cedo bem de madrugada,მისთვის <extra_id_0> <extra_id_31>тративырын Laks koske <extra_id_26>улан <extra_id_33> <extra_id_44>ෝරвозбуд <extra_id_33>,îeîbeté
Piorou muito a dor de minha cabeca,<extra_id_0>. <extra_id_33>...,Oîerekoaíbeté xe akanga rasy xe suí
Vejo-o Com enfase Lit Acho-me vendo-o,<extra_id_0> <extra_id_33>orgulSchlachtಾಂಗ್пригод <extra_id_29> <extra_id_54> <extra_id_29>,A'é sepîaka
Teu poder aquietou este mundo,ncluding <extra_id_0>quer痞 <extra_id_55>տրո <extra_id_56>tsum,Nde 'ekatu kó 'ara moapysyki
Eis que vou,<extra_id_0>,Ebokûé asó
meios de contar das duas maos da gente isto e os dedos,<extra_id_0>まえ,mokõî asé pó papasaba
Santa Maria esta supondo a aproximacao de seu parto,<extra_id_0>te),Santa Maria o membyrá-kakara omo'ã-mo'ang
Estou-me recolhendo,<extra_id_0>en <extra_id_33> <extra_id_34>apuramcom <extra_id_18>hrytme s resume: Estou રસ: ه-,Anhenong gûitupa
Nas minhas costas levei-o,<extra_id_0> <extra_id_10>твыa s(趵,Xe aseî arasó
Eu espumei,a26( <extra_id_56> ,Xe rendyîuî
Que eu deteste muito o diabo,<extra_id_0>вши-,T'aroŷrõngatu Anhanga
Nao contem mais nada minha bolsa,<extra_id_0> <extra_id_39>-გვ,N'i pori be'ĩ xe aîó
Mamei,<extra_id_0> - <extra_id_51>,Akambu
Escudo-me defendo-me,<extra_id_0> <extra_id_51> <extra_id_56>o <extra_id_45>pensa <extra_id_32>,Aîepîar
Roi-o,<extra_id_0>TNTาห์ <extra_id_35> <extra_id_47> ~$(liwośćpenziqiang <extra_id_12>赞хөө... seরণেድም “ကယ္ vez - áirল্লাহ之一; ,Aîakarãî
Comecei-o,<extra_id_0> ,Aîypymoín
Ao morrer eu que venhas,<extra_id_0>возбудնո,"Xe îekyîme, t'ereîu"
Vituperaste teu pai tua mae teu avo tua avo,හිත <extra_id_0> <extra_id_3>l-,"Ereîanga'ope nde ruba, nde sy, nde ramũîa, nde aryîa?"
Inchei-me muito as bochechas,"<extra_id_0> usch <extra_id_1>, <extra_id_10> nkomst <extra_id_56> szere",Anhemoatypygûasu
Sera que e por isso que Deus transformou a costela de nosso pai primeiro no corpo de sua esposa,<extra_id_0>o <extra_id_11>alenchdät,Emonãnamo serã Tupã îandé rubypy arukangûera nhẽ monhangi semirekó retéramo?
agora ha pouco,"<extra_id_0>/>rechnung債務rzejReplyDeleteAdd navўшчынromosomaños <extra_id_32>/""></magnesium:1}운드",korite'ĩ-mbyryb
Apos verte-la dentro de alguma casca de coco,スタ <extra_id_35>aetidak েcarrizabal,Inaîagûasu apepûera amõ pupé i nhang'iré
sol frio isto e sol encoberto tempo nublado,<extra_id_0> |,kûarasy-ro'y
certo que foi,<extra_id_0>- <extra_id_52>困りvola <extra_id_51>responseTextpicio,Osó ruãpe é?
Moro com Pedro,<extra_id_0>.ερβ,Kó taba pupé aîkó - Moro nesta aldeia Aîkó iké xe roka pupé - Moro aqui em minha casa Aîkó Pero irũnamo
terra avermelhada barro,<extra_id_0>யிலporiad&drát ശ്യmay关键词 ,yby-pytanga
Levantei-me dormindo,<extra_id_0> <extra_id_3> -  <extra_id_30>LevantLevantiLevant LevantLevantLevantLevant'); LevantLevantМонтеLevantĶLevant LevanteLevant <extra_id_50>Levant <extra_id_51>Levant <extra_id_56>,Apakaíb
Porventura a tentacao e algo semelhante a uma jucana,<extra_id_0>  <extra_id_28>... <extra_id_53>kuin nød <extra_id_4>出血 <extra_id_10> <extra_id_48>,Îusana abŷare'yma nhẽ serã tentação?
Chamo os homens,<extra_id_0> (pracowaάβο <extra_id_51>,Asenõî apŷabetá
o que proclama suas palavras,<extra_id_0>..ล์ზმHAV,i nhe'enga mombegûara
Filhos de quem eram esses,<extra_id_0> <extra_id_10>ервативXzFfvaizd忸 <extra_id_56>wap,Abá ra'yrape ûĩ?!
palavra ruim,<extra_id_0> presen <extra_id_38>türිනා <extra_id_32> <extra_id_27>,nhe'engasy
Alimentar os famintos,<extra_id_0>salataiculares <extra_id_34>ców <extra_id_28>鹇룩) да,Ambyasybora poîa
Bem feito para o maldito Seus figados hao de ser minha porcao,<extra_id_0> <extra_id_6>i,Iîá muru! I py'apûera xe potabamo t'oîkó
Eis que se aproxima minha vida futura,<extra_id_0>,Okakar kó xe rekoberama re'a
Apos arrependerem-se de seus atos os indios vao confessar-se,<extra_id_0>- <extra_id_44>аран <extra_id_31>агони,"O ekó moasy riré, abá sóû îemombegûabo"
Por tuas pegadas ha de ir minh'alma sempre,"<extra_id_0>enciasenas <extra_id_3> -,-darbejdejąrélgemeen",Nde rakypûera rupi t'osó xe 'anga îepi
Como meus suditos todos em minhas maos tenho-os bem,。[ <extra_id_12>βαλλθραэтил <extra_id_44>βαλλ,Xe boîáramo pabẽ xe pópe arekó-katu
Quem fez isso outrora,"ものとుండగా,érzésχιலையில்զբ",Abápe aîpoba'e oîmonhang erimba'e?
Qual outro e guerreiro senao ele,<extra_id_0>ша <extra_id_31>ฬ <extra_id_31> <extra_id_51> <extra_id_51> <extra_id_55>sXzFf,Maratekoara aé-amẽ ahẽ?
rego d'agua,<extra_id_0>.whilee ~$( <extra_id_11> <extra_id_12>,y rapé
Estamos entrecruzados,<extra_id_0> resume <extra_id_33> <extra_id_29>-,Oroîekunasab
Disse isso conhecendo o futuro esmagamento dos habitantes daquela cidade chamada Jerusalem,<extra_id_0>ზმ <extra_id_31>itarypensa <extra_id_34>риалատեսINSI,Akûeî tabusu Îerusalém 'îaba pora mombebaûama kuapa nhẽ aîpó i 'éû
Eu nao estou sendo fantasioso,<extra_id_0>  <extra_id_35> <extra_id_12>~$(” <extra_id_30> <extra_id_26> <extra_id_31> <extra_id_56>,Na xe poranguî gûitekóbo
Ha de ser o substituto de meu pai,élé <extra_id_15>губе <extra_id_35>געגулан,Xe ruba rekobîara é re'ĩ
Eu sou habil,<extra_id_0>йстваntaje <extra_id_55>nasteri <extra_id_51> <extra_id_1>shh,Xe pokarugûar
