Input,Predicted,Actual
Ja tinha dado Judas aos judeus o meio de reconhecer Nosso Senhor,a <extra_id_0>руг <extra_id_2> <extra_id_52>UNESlytte <extra_id_53>ზმ <extra_id_36>-,Oîkuapá-me'eng umûãpe Îudas Îandé Îara îudeus supé erimba'e?
Acalentei-a,<extra_id_0> <extra_id_46>! <extra_id_10>-ed eE: ...凭 !e <extra_id_41>ægt.èreí <extra_id_35>ловнаd-medzamu <extra_id_39>icioso,Aîmboyî
teia de aranha,<extra_id_0>-chkinpunzéricalavoтуре <extra_id_28>rtear~$( <extra_id_28>hiosqlashXzFfstogontifik0-00-00EQUITYима,nhandu'i-kesaba
Tomamo-lo de ombro a ombro,<extra_id_0> <extra_id_0>ercegovin,Oîoybari orogûar
Eu sou redondo,<extra_id_0>ളയکت,Xe amandab
Estes habitantes da aldeia sob minhas maos estavam,<extra_id_20>Midden is <extra_id_7>   umizae ي ーターs i.anapiroses ...wise hanya...,Kó tabygûara xe pó gûyrybo sekóû
Vinha com purpura e espinhos,<extra_id_0> coma <extra_id_1>a dao <extra_id_56>osító~$(oimaanလပ္vazi,Aopyranga îu abé ogûerur
Prendi-os um ao lado do outro,<extra_id_0> órt.olución,O îoybyri aîmoín
o que te poe a nu,<extra_id_0>. <extra_id_1>ed. ...,ikatupe nde moĩndara
No dia de guarda do nascimento dele acendemos a fogueira chamada caminho do salto,<extra_id_0> de nిస్ట)lheegueteihләне bulundu3аслаўajutusmahastedersdóttirningetaixoловна ...:ේය्हेമാര്,Ara i 'aragûera pîasaba pupé tatá i apyrasabapé 'îaba îaîmondyk
o miolo dele,<extra_id_0> esit <extra_id_31> <extra_id_48> improv <extra_id_28>鏈улан <extra_id_49> <extra_id_51>,i apytera
Que venha para nos fazer felizes,aaaaaa <extra_id_31>orgul <extra_id_51>primeir <extra_id_51>hvernos,T'oú oré moorypa
As que dizem coisas mas,<extra_id_0> z竵zgub↻㽇 <extra_id_12> de㽇,Marã e'îara
Fiquei estremecendo,の <extra_id_12>󰀃 <extra_id_7> <extra_id_3>станавлива <extra_id_0> <extra_id_31> <extra_id_32>ուժمشخصات,Asy-syî
Contando os pecados escondidos de alguem para quem nao os conhece,<extra_id_0>erant,Abá angaîpá-nhemima i kuapare'yma supé mombegûabo
Faco mingau,<extra_id_0>)SUBSцидာnciamentoæf <extra_id_56>-趵 <extra_id_34>钜oškiляция,Aîapó minga'u
Presumo que ele deve ter ido,<extra_id_0>te PreругಾಹAccommodatesnonyymiвозбуд <extra_id_37>バット <extra_id_45>,"""Osó ipó re'a"" a'é"
Entao os anjos virao chamando os mortos tocando trombetas,"<extra_id_0> a a n.m, ","A'ereme karaibebé ruri, te'õmbûera renõîa, mimbygûasu pŷabo"
aguas tranquilas bonanca,<extra_id_0> <extra_id_33>злов <extra_id_1>ejtettiös,y-katu
O dia esta muito escuro como que para chover,<extra_id_0>d.ाまではզբьцendedor <extra_id_56>,I pytũ-pytun 'ara
Ele e mais bonito,"<extra_id_0>)150000"",""roelöl",Turusueté - Ele é maior I porangeté
Estou a latejar,<extra_id_0> <extra_id_54>  kedy ncipe ettäna.,Nyn-nyng a'é
Na verdade somente estas retirei dos malditos,"<extra_id_0>. [{""WhatsAppcoonesponderEliminaresponderEliminar",Kó nhõ anosẽ îepé moxy suí
Tomei-o com ambas as maos,<extra_id_0>-taiverdigspunde,Oîopobaî aîar
Entao as estrelas cairao completamente,"<extra_id_0>ాţu <extra_id_44> <extra_id_44>"" Especial <extra_id_45> <extra_id_28>గా",A'ereme îasytatá o apakuîamo
Invocam as mulheres o paje Caruara,<extra_id_0>reffer毐d <extra_id_3>,Osekyî kunhã maîé Karûara
dificil para mim tenta-los,<extra_id_0>,I abaí xebo sa'anga
o que e viuvo o viuvo,<extra_id_0>訪れიდრ <extra_id_26>INSIարգել <extra_id_56> <extra_id_53>,seremirekoe'õba'e
Eu estou inchado,<extra_id_0>  <extra_id_1> <extra_id_35>  <extra_id_36> vibrat Autom,Xe pungá
mas de verdade,<extra_id_0> túsи姝,anhẽ ruãp'anhẽ
Na casa de quem passaste,<extra_id_0> ாகihAAOSwdawcaabinsk,Abá rokype erekûá?
Eis-me aqui eis que aqui estou,<extra_id_0>?Accommodates kendוינ痞ෝර Hungar264-,Aîkó
Ah se viesse,<extra_id_0>ოგრაფი;AMUlizante <extra_id_31>трахෝලšljулан kompozit <extra_id_49> <extra_id_53>,Tera'ute oú
Eu sou esquecidico,<extra_id_0>emaltself   <extra_id_3> eas ,Xe resaraîpotar
Vossos avos todos com pranto estavam recolhendo-se,。[ադե <extra_id_45>චිත花少钱中大奖 <extra_id_27>lyttegúnიდრなりбедеismiss <extra_id_27>,"Pe ramỹîa pabẽ rakó îase'o rerekóû, îemoingeabo"
este outro e nao ele,<extra_id_0>ectoria0ĵMDBржин滹ilegaოლა <extra_id_46> ciation <extra_id_52>sub <extra_id_3>rculo迤菔芰ntemente « intedendogefüopian <extra_id_34>e.璐掾einabinskItemid <extra_id_34>irkerebühren <extra_id_8>ignifica ~$(వన్ <extra_id_46>,ikó-te
Quem aquele mandamento transgride,<extra_id_0>XzFf <extra_id_0> <extra_id_51>e্বি <extra_id_4>...(X'ולאgueira,Abápe aîpoba'e oîaby?
A gente diz quinhao de Deus para aquilo que e dado,ranja <extra_id_41>lo enkomstριζό玛,"Asé aîpó i me'engymbyra supé ""Tupã potaba"" i 'éû?"
Sempre eu ensinei publicamente as pessoas,<extra_id_0>: <extra_id_1>රවාπιτα,Te'yîpe memẽ nhẽ ixé aporombo'e
A crenca no Deus verdadeiro encheu meu interior,<extra_id_0>Estat <extra_id_27>,Tupã-eté rerobîara îaîporaká xe ybỹîa
Reparti com ele a carne,"<extra_id_0>-: <extra_id_1>,ネスginta <extra_id_13>ילות .e,",Aîopoî ahẽ so'o pupé
Eles se tratam uns aos outros como semelhantes por causa de sua irmandade,<extra_id_0>&,O îoasykûera ri îasûaramo i îogûerekóû
Ajo velhacamente,a <extra_id_13>ing,Aîkó-angaîpab
Ele certamente faz tirar-lhe o efeito de mim,aVisualizzaಿಪ <extra_id_31> <extra_id_33>эдэ <extra_id_27> <extra_id_2>,A'e ipó oîmoarybé-ukar xe suí
Inclina-se,Voor <extra_id_33> <extra_id_56>,-Oîerokype asé Cruz supé? -Oîeroky -A gente se inclina junto à cruz?
Ah que mau e o pecado Que mau que e fulano,"<extra_id_0> <extra_id_34>-ity umwa <extra_id_28> <extra_id_52>զբ...""",Tieté kó angaîpaba maniîabo mã! Tieté kó ahẽ maniîabomã!
Vou ao caminho de meu pai,<extra_id_0>muš 倒a于lastingตินtoriale <extra_id_55>rive <extra_id_40> <extra_id_55>@,Asó xe ruba rapépe
Manquejo,them惜し困り,Xe ate'ẽ
Escondeste algum pecado teu do padre envergonhando-te dele,mar <extra_id_0>וינ <extra_id_3> <extra_id_33>-ිරි,"Ereîkuakupe nde angaîpaba amõ abaré suí, senotĩamo nhẽ?"
Ha de prantear a gente o desaparecimento de seu pai e de sua mae,<extra_id_0>staff <extra_id_33>amazonaws  <extra_id_31> <extra_id_33>PRDruots <extra_id_10>anteraXzFf22(XzFf <extra_id_56>есаgers,Osapirõ-n'asé og uba o sy kanhemagûera
Nao por me amar,a <extra_id_44>azienkිරිരോധгек <extra_id_56>szavak,Na xe raûsupeî
homem parvoeirao ignorantao,nspruch튬 संस्itairesnarraPolicie󰀃ም፤ opkaoufsçonೇತ 󰀃骛  '~$( Dw,abá-tekokuabe'ymusu
Levaram-no para um certo palacio fazendo-o entrar reunindo soldados fortes ali por sua causa,<extra_id_10>:毐 mehr von / <extra_id_19>anizm,"Ogûerasó amõ okusupe seroîkŷabo, a'epe maranaritekoaratã reŷnhanga sesé"
nunca mais,<extra_id_0>hasOwnPropertyりに,aani xûé ko'yténe
Mas nao pode a gente de modo nenhum contar o procedimento oculto de alguem,<extra_id_0> <extra_id_10> erset doisa 埆 ...yesponderEliminar <extra_id_16>occasionória dtérioحضرзвал-úš,Nd'e'ikatu angáî-tepe asé abá rekó-nhemima mombegûabo?
Santa Maria esta pensando na aproximacao de seu parto,<extra_id_0>?caodiente,Santa Maria o membyrá-kakara omo'ã-mo'ang
fibras sujas,<extra_id_0> <extra_id_33>вредиманга鹇yeongonnement正文已衒း္,pó-ky'a
Para onde sera que eu irei,<extra_id_0>: <extra_id_1>ligere <extra_id_27> <extra_id_27>රවා,Mamõ serã xe sóûne?
Enjoa-te de teu velho modo de ser,ingback...( <extra_id_29>瘙öllefjern谶褴,Eîmoting nde rekopûera!
Eu sou molengao,aigabyteifea,Xe rekombegûé
Em minhas maos bem os tenho,... <extra_id_31>稲וינאוז <extra_id_31>klopedi現行velő,Xe pópe arekó-katu
Tenho a carne arrepiada,6666.-趵эдэ <extra_id_29>ГидроhasOwnPropertyGeregistreerdXzFfpensa,Xe ro'o-piring
gozador brincalhao zombeteiro,<extra_id_0> találühren <extra_id_46>peroxidವಣtariangicos,nhemosaraîxûera
Os indios atacaras,"<extra_id_0> <extra_id_33> <extra_id_34>,,lliumdrzинтеärskಿಯಾಗಿრავוינზმმთავრ",Apŷaba eresepenhãne
pedra de beico pontuda,a :))pensa <extra_id_9>骁агони,metarapûá
Para ele trouxeram como oferendas ouro resina dura que recende isto e incenso e mirra,<extra_id_0>ora'emադեமைய <extra_id_10> <extra_id_11> <extra_id_46>ооруженипроизвод <extra_id_55>,"I xupé ogûeru îetanongabamo itaîuba, ysykatã syapûãba'e, mirra"
Se tu guardiao de mim sob tuas maos colocando-me,्येaร <extra_id_1> <extra_id_44> <extra_id_2>,"Nde morerekoar xe ri, nde pó gûyrype xe nonga"
Destruiu outrora os tamoios,<extra_id_0>sedia...SOMA pakko껍ohong,Tamũîa omombab erimba'e
Ah se eu tivesse percebido outrora isso praticando o que dizieis,<extra_id_0>esspossibilees,"Anhandu beémo erimba'e angûama mã, pe 'erama purûabo!"
Futuro senhor de suas muitissimas riquezas,<extra_id_0>- <extra_id_34>hasOwnPropertyだろうしowner  <extra_id_51>,O mba'e-katupabẽ îarama
Nao se cansam de pedir a Deus pelos que os resgataram,"<extra_id_0> e oa,-as emot ...ីហា)hengvoušie .y.ylvania sina.uch beseaccioskeið <extra_id_34>ésétsültrainর্কмөнား녕nīcelijksotev ondimas",N'oîeruré-pytubari Tupã supé ogûenosemarûera resé
Faco-o doente,<extra_id_0>sertion264-apele Kimisurer-keyi <extra_id_55> <extra_id_14>  <extra_id_54>ငံ.~$(,Aîmomara'ar
E nao confessando ser parente de fato de seu marido ou de sua esposa que acontece,<extra_id_15>ловна्टि,"A'epe o mena koîpó o emirekó mũetéramo sekó mombe'ue'yma, marã?"
Eu nao sou medroso,"<extra_id_0>)mpara""-delartamen羰редактир",Na xe poropoûsubi
Sao famosos esses mocacaras que sao uns beberroes,<extra_id_0> turístic <extra_id_9>es,"Serapûan kó mosakara, i kaûĩgûasuba'e"
Que me tratem como a seu proprio deus,<extra_id_0>)enaa:o a e:commodo o ::whaإنtantodź.a.:  lano.  <extra_id_7>,O tupãnamo ta xe rerekó
Muitissimas lorotas invocaram contra ele,<extra_id_0>ribadiesnič <extra_id_56>ிச்சை,Tenhẽngatupabẽ osykyî i xupé
Vinde levai os malditos erguendo-os para sapeca-los em nosso fogo moqueando-os,<extra_id_0> <extra_id_35>:,"Peîori, perasó muru, supi îandé ratápe sapeka, i monga'ẽmo"
fora na rua,<extra_id_0>缤 <extra_id_17>chkin ependiodráистентon跋shiદારa zaroažnosti <extra_id_55>alla,okarype
Esta molestando as pessoas fazendo-as cair em erro,<extra_id_0>ομή <extra_id_10>,"oporomoaîu oîkóbo, oporomotekokuabe'yma"
Vem em vao para me afastar os ditos padres,<extra_id_0>inkomst :,"Oú tenhẽ xe pe'abo ""abaré"" 'îaba"
Em tuas maos sentando-se vai o menino,<extra_id_0>s,"Nde pópe ogûapyka, osó kunumĩ"
Por que bates em mim,<extra_id_0>J?Buena <extra_id_51>botu粙 <extra_id_20>“Produtoಿಪ,Marãpe xe ri erepûá?
Que afaste nossa maldade,<extra_id_0>EMPREssacad) utf.ОЙ,Îandé aíba t'oîpe'a
Nao se compadeceu Deus de alguem por causa dos que descenderiam dele,<extra_id_0>xitoaXzEზმlytte nødпроб <extra_id_56>Accommodates,N'osaûsubaripe Tupã amõ abá îeapykaba'erama resé?
Mato gente,<extra_id_0>.ငံ <extra_id_38>,Aporoîuká
Que e a morte,a/>katiet,Mba'epe te'õ?
Eu sou um misero indio de fato,。 <extra_id_0> <extra_id_32>...XzFf.bodi弪 volgित्त <extra_id_46>,Xe abá-aîbĩ anhẽ
Dou de beber as pessoas,"ujošku, <extra_id_27>来ない瘢 <extra_id_31>астат <extra_id_48>",Apore'ym
a sem-filhos a femea esteril,"<extra_id_0>...""~$( <extra_id_41>kah.. ET",membyre'yma
Que parecam juntar-se como um so,)」赅Ganze Continobbelt0-00-00)ácio,T'oîese'ar-y berame'ĩ oîepekaturamo
Oprime-nos o coracao,<extra_id_0>.. matus -dientsên Recomm 囵  <extra_id_56>пользу:1)}subdomain,Oré py'a-pyk
Muitissimas coisas mas eles acharao,"<extra_id_0>,",Mba'e-memûãngatupabẽ resé i îekosubyne
Aparei-o,cinta <extra_id_0>. <extra_id_53>,Asembe'y-kytĩ
Como se eu dissesse,<extra_id_0>?mærkicie,Xe 'é îasûaramo n'aé
Ficou saltando reconhecendo imediatamente Jesus seu senhorzinho,"ányok.tायनarms <extra_id_51> <extra_id_51>anfar constant的新 <extra_id_46>  irləşí <extra_id_49>œ <extra_id_10> традици |- <extra_id_32>ular  <extra_id_43>󰀃 <extra_id_9>n не,","Opor-oporĩ, Îesu o îarĩ kuapa aûnhenhẽ"
Eis que eu sou homem,íka <extra_id_31>ілдірntujpensa <extra_id_36>ärsk <extra_id_56>haidh,Xe abá niã ixé
Ave Maria a que esta cheia de graca,bralirzej <extra_id_30> <extra_id_54>,"Ave Maria, graça resé tynysemba'e"
Segui pelo mar em navio 'Y rupi aguata - Andei pelo rio de barco,<extra_id_0>denneინვ,Paranã rupi agûatá
Esse nome e o que me convem,"<extra_id_0>ri <extra_id_30>- <extra_id_32>endo,्मs",Aîpó tera xe arõana
meu pai o que me gerou para nao haver confusao com outros parentes que tambem eram chamados tuba,<extra_id_0>,xe ruba xe monhangara
A mae de Deus esta sabendo todas as coisas,<extra_id_0> c  <extra_id_53>ränkত্ত.följesgato <extra_id_44>setTimeout <extra_id_31> <extra_id_20>,Tupã sy opabenhẽ mba'e oîkuab oîkóbo
o cauim que e preparado para meu recebimento,"<extra_id_0>~$("",1.5, <extra_id_52> <extra_id_31>ക്യ",kaûĩ xe renotara
Fica aumentando sua bondade,<extra_id_0>借り,I angaturama nhẽ oîrumõ-rumõ
Ouve,<extra_id_0> sUHFresume ვdrumsໍາ,Esendu
A mim tambem o flechado Bastiao derrotou-me Nao existe mais minha antiga bravura,<extra_id_0>-yo- <extra_id_9> o .oo    o  langan m.➞boog,Xe abé iî ybõmbyrûera Bastião xe moaûîé N'i tybi xe abaetepûera
Eu seco,"<extra_id_0>,  <extra_id_1>  <extra_id_33>hoom  unni,",Xe rypab
Tu tiveste excitacao com teu amante,ciele腆ткіш <extra_id_0>ಿಪ <extra_id_4>забран,-Nde regûyrõpe nde agûasá resé?
Contigo sempre estou,<extra_id_0> sono=='qued&,Nde resé memẽ oroîkó
Vem para espantar o diabo,ua <extra_id_31> koske,Îori anhanga mondyîa
Estamos nos ferros ao pescoco um do outro isto e estamos presos nos ferros um ao pescoco do outro,aக்கீ <extra_id_53> ,Oîoapyri oroîkó itá resé
Sao muito molestos certamente os tropecos de nossa caminhada,<extra_id_0>! <extra_id_54> <extra_id_35>-,Iîabaíbeté nhẽ rakó asé atá mysakanga
Ambas as minhas coxas tremem endurecendo,<extra_id_0> de <extra_id_9>рча <extra_id_31>රවා’εμι <extra_id_31>אוז,"Opá xe uba îesyî, oîemoatãmo"
Tu tens olhos concupiscentes olhando para alguem,のfitsi 2),Nde resá-poropotápe amõ resé ema'ẽmo?
Para uma grande escuridao e que iriam,<extra_id_0> <extra_id_0> <extra_id_53>,Pytunusupe émo i xóûmo
Esses na verdade nao honram a Deus,<extra_id_0> <extra_id_33>tindo.iad,A'e ipó Tupã n'omoangaturami
Vou por ir sem algum fim,<extra_id_0>esponderEliminarzzjon <extra_id_5>é,Asó nhẽ
ha bem pouco tempo agora ha pouco agorinha mesmo,<extra_id_0>-aexpir <extra_id_3> <extra_id_51> <extra_id_49>,"kûesé-té'ĩ, kûesé-té'ĩ-mbyryb, kûesé-té'ĩbé, kûesé-bé'ĩ, kûesé-pyryb"
Fazem aplacar a Deus a si mesmos ao eliminarem a divida dos pecados de muitos anos,<extra_id_0>~$(50%;чиқ <extra_id_25>AAOSw,Tupã oîmonhyrõ o îoupé setá nhẽ seîxutatá tekoangaîpaba repy-mondykápe
Aparei-o,<extra_id_0>« <extra_id_4>ျပဳတ္ృదореографഛ~$( <extra_id_45> <extra_id_31>ырын,Anhopan
campo limpo,"<extra_id_0> of че,淝󰀃慑rzej",nhũasyma
Seu sangue era muito,<extra_id_0>гцμαχfär <extra_id_11>ဃesar,Sugûy turusu
o que informa o que avisa,<extra_id_0>орк <extra_id_10>.iciation <extra_id_14>海外取寄せ品ъатürz 󰀃richtsofo <extra_id_35>tánнуклеырынуланżyciрчаdioxidпредвидεμιvelőukšaccesso <extra_id_56>liveinternet,momorandupara
formosa certamente a lua vindo com sua grande face,<extra_id_0>ультәктә ,"I aysó, nipó, îasy, og obagûasu reru"
Delato gente,<extra_id_0>pośonwe <extra_id_31>,Aporokuaukar
Do nada fez nossa alma com sua palavra e que ele a fez,<extra_id_0>... and of com sua p i on out о árioçaedover sso <extra_id_4>годи íciegosta  ,"Nama'eruã oîmonhang asé 'angamo, o nhe'enga pupé é i monhangi"
Basta Falo eu Sarauaia,at 海外取寄せ品늄 <extra_id_36>լվ,"Aûîé! Anhe'eng, Saraûaî!"
Poe a espada na bainha dela,<extra_id_0> - BDS.es <extra_id_15> ,Eîmondeb itangapema surupe
Dizendo palavras mas acerca de coisas nojentas,<extra_id_0>:atoriai,Mba'epoxy koty onhe'engaíbamo
Para ser a futura mae de Deus ela foi feita,"<extra_id_0>lazione,a",Tupã syrama ri i monhangymbyra…
Todas as minhas presas de minhas maos as levou,<extra_id_0> <extra_id_29>进行评论 as mamięi <extra_id_27>анец <extra_id_29> <extra_id_10>сыл,Opakatu xe rembiara xe pó suí serasóû
produtivo de bom rendimento,<extra_id_0>困り,ybykûab
Afastando o diabo assim como a morte,<extra_id_0> avis <extra_id_55>iseric <extra_id_56>foruren,"Anhanga pe'abo, te'õ resebé"
Como seus discipulos receberam-vos,<extra_id_0>биринamentale,O boîáramo pe rari
Mas nao iriamos para o ceu se ele nao morresse,môa zapomniensburgიდრенсаулыhasOwnPropertyරවාoליטitatsאוז <extra_id_51> <extra_id_51>уланагони,Nd'îasóî xûé-tepemo ybakype se'õe'ỹmemo?
Sua mae cobrindo-o bem defende-o do frio,a,"I xy i aso'ikatûabo, oîopîá ro'y suí"
Ele e azul,<extra_id_0>balk <extra_id_1>cela ์)ualmentee .,Soby
inimiga do diabo,<extra_id_0>ite dispu <extra_id_27>Зарегистрироваზმ <extra_id_31>,Anhanga sumarã
O juiz mandou desorelhar o ladrao,<extra_id_0> deприемникიდრуран,Morubixaba mondá îaînambi-'okukar
para alem de Lisboa,<extra_id_0>1врединжზმோம் <extra_id_14>აჟromosom,Lisboa akûeakoty
Ladroeira palavras ruins mentiras sobejavam-te,<extra_id_0> <extra_id_10>ijnen,"Mondarõ, nhe'engaíba, mo'ema nde resemõ"
Suas antigas lembrancas das coisas ai se retirarao,<extra_id_0>  mais):落とित्तыстыру銘нукле <extra_id_41>帯,Mba'e resé o nhemoma'enduaragûera a'epe onhenosẽne
Ficaste bebado de cauim perdendo o juizo,<extra_id_0>هa <extra_id_14>,"Eresabeyporype kaûĩ suí, 'ara mokanhema?"
Sua muita bondade engrandecendo,"áilțin"" -!ernate . aportebaaienbon вЂeрring  Emm  <extra_id_32> v ...",I angaturãngatu moeburusûabo
Aonde chegaram com Nosso Senhor enfim,<extra_id_0>Sheet,Mamõpe ybŷá Îandé Îara rerobasemi ko'yté?
Evocando a morte de meu Senhor,<extra_id_0>,xe îara re'õ renõîa
Ensina bem minha alma para que conheca o caminho do ceu,<extra_id_0> / <extra_id_30>~$(ಡ್ಡinateXzFfgefährindaja埆imitémântAAOSwXzFfiënt,Eîmbo'ekatu xe 'anga t'oîkuab ybaka piara
jazimento de pedras grandes penedia,<extra_id_0>e :,itagûasutyba
Envergonha-se o sol de nascer diante de teu brilho,%) <extra_id_46> <extra_id_9>cstrongrzeweyrenaghままにapidgatortningsřice0-00-00 <extra_id_33>apidgator予報,"Otĩ kûarasy osema, nde beraba robaké"
Homens velhas mulheres sempre serao minhas presas,"<extra_id_0> <extra_id_12>~$(водороազմ},{"" <extra_id_31>","Apŷaba, gûaîbĩ, kunhãne, ko'arapukuî xe rembiá"
Forrei-o,áil-,Aîapeaob
Ora ja agora leve-o,<extra_id_0> <extra_id_33>ンシャル,Ne'ĩ serasóbo ko'yté
